FileName,GameMode,Map,Version,Region,GameTime,Team,PlayerName,PlayerLevel,HeroName,HeroLevel,Award,Talents_L1,Talents_L4,Talents_L7,Talents_L10,Talents_L13,Talents_L16,Talents_L20,HeroKills,Assists,Takedowns,Deaths,MinionDamage,SummonDamage,StructureDamage,TotalSiegeDamage,HeroDamage,DamageTaken,HealingShielding,SelfHealing,Experience,SpentDead,RootingHeroes,SilenceHeroes,StunHeroes,CCHeroes,OnFire,SpellDamage,PhysicalDamage,MercDamage,MercCampCaptures,WatchTowerCaptures,TownKills,MinionKills,RegenGlobes,Winner,Role
2025-03-10 00.06.56 Silver City.StormReplay,aram,Silver City,2.55.9.93640,us,0:34:45,Red,Raizenser,3110,Cassia,1,0,0,AmazonFendGroundingRod,AmazonBallLightning,AmazonFendWarMatron,0,AmazonInfiniteLightning,0,8,24,32,8,129473,17674,19899,180872,206292,175752,4765,42354,37664,0:04:54,0.0,0:00:00,0:00:00,0:00:00,0:01:36,317544,79145,9525,4,0,2,113,67,Yes,Ranged Assassin
2025-03-10 00.06.56 Silver City.StormReplay,aram,Silver City,2.55.9.93640,us,0:34:45,Red,WatchdogMan,2897,Thrall,1,mostTeamfightHeroDamageDone,ThrallCrashLightning,ThrallMaelstromWeapon,ThrallHeroicAbilitySundering,0,ThrallThunderstorm,0,ThrallWindRush,6,21,27,9,129811,24658,10352,174077,238295,223235,0,74479,25798,0:05:01,0.001319444,0:00:00,0:00:27,0:00:00,0:00:00,350740,79612,18421,4,0,1,55,61,Yes,Bruiser
2025-03-10 00.06.56 Silver City.StormReplay,aram,Silver City,2.55.9.93640,us,0:34:45,Red,Ticoman,2006,E.T.C.,1,0,ETCCrowdSurfer,0,ETCHeroicAbilityMoshPit,ETCMasteryEncore,ETCMasteryShowStopper,0,L90ETCMasteryDeathMetal,2,21,23,13,48629,4554,7727,66527,61407,251364,0,59954,23548,0:07:08,0.0,0:00:00,0:01:03,0:00:00,0:00:00,69338,68107,9511,5,0,0,37,62,Yes,Tank
2025-03-10 00.06.56 Silver City.StormReplay,aram,Silver City,2.55.9.93640,us,0:34:45,Red,Indigente,184,Malfurion,1,0,MalfurionRejuvenation,MalfurionWildGrowthTalent,MalfurionHeroicAbilityTranquility,MalfurionRegrowthNaturesSwiftness,MalfurionYserasGift,MalfurionMasterySerenity,0,4,29,33,2,35267,5907,2338,47251,123433,127498,366572,0,30254,0:00:47,0.0009375,0:00:00,0:00:00,0:00:00,0:00:12,143564,36967,9847,5,0,1,32,79,Yes,Healer
2025-03-19 23.43.48 Lost Cavern.StormReplay,aram,Lost Cavern,2.55.10.93810,us,0:32:47,Red,Deathmask,2074,Genji,1,0,GenjiShurikenShurikenMastery,0,GenjiDeflectPerfectDefense,GenjiSwiftStrikeFlowLikeWater,GenjiDeflectReflect,GenjiXStrikeLivingWeapon,0,6,19,25,12,86806,3312,29607,119725,147496,221636,0,26654,30255,0:06:10,0.0,0:00:00,0:00:00,0:00:00,0:00:47,159178,75295,0,0,0,1,96,59,No,Melee Assassin
2025-03-19 23.43.48 Lost Cavern.StormReplay,aram,Lost Cavern,2.55.10.93810,us,0:32:47,Red,Indigente,202,Diablo,1,mostTeamfightDamageTaken,DiabloSoulShield,DiabloFireStompSoulsToTheFlame,DiabloHeroicAbilityApocalypse,DiabloHellfire,DiabloDebilitatingFlames,0,DiabloTalentLordOfTerror,9,22,31,10,138834,5327,22795,166956,178134,515971,0,98407,35959,0:02:17,0.0,0:00:00,0:01:22,0:00:00,0:05:35,232957,64135,0,0,0,2,96,75,No,Tank
2025-03-19 23.43.48 Lost Cavern.StormReplay,aram,Lost Cavern,2.55.10.93810,us,0:32:47,Red,Raizenser,3131,Fenix,1,0,FenixTargetAcquired,0,FenixDivertPowerWeaponsTalent,FenixHeroicAbilityPlanetCracker,FenixOffensiveCadence,0,FenixSingularityCharge,14,15,29,14,102917,4128,11528,118573,154741,173608,0,9272,28451,0:06:08,0.0,0:00:00,0:00:00,0:00:00,0:02:08,122909,116660,0,0,0,2,87,63,No,Ranged Assassin
2025-03-19 23.43.48 Lost Cavern.StormReplay,aram,Lost Cavern,2.55.10.93810,us,0:32:47,Red,Ticoman,2012,Anduin,1,0,AnduinLightwell,AnduinFlashHealBindingHeal,0,AnduinLightBomb,AnduinFlashHealRenew,0,AnduinInnerFire,1,29,30,3,72938,1717,5578,80233,44205,122763,247513,16477,28475,0:01:41,0.000347222,0:00:00,0:00:26,0:00:00,0:00:00,84581,28196,0,0,0,1,69,79,No,Healer
2025-05-02 01.01.50 Silver City.StormReplay,aram,Silver City,2.55.10.93810,us,0:31:50,Red,Swift,680,Gazlowe,1,mostXPContribution,GazloweRockItSockIt,TinkerMasteryGoblinFusion,0,GazloweRockItTurretPositiveReinforcement,GazloweXplodiumChargeArkReaktor,0,GazloweXplodiumChargeBombToss,5,20,25,8,189722,4034,26745,241078,207235,228035,0,81072,46126,0:05:16,0.0,0:00:00,0:01:39,0:00:00,0:02:05,387754,46838,5748,1,0,2,170,66,No,Bruiser
2025-05-02 01.01.50 Silver City.StormReplay,aram,Silver City,2.55.10.93810,us,0:31:50,Red,Indigente,230,Mephisto,1,mostTeamfightHeroDamageDone,MephistoShadeOfMephistoMaliciousIntent,MephistoLightningNovaStaticBarrier,MephistoConsumeSouls,MephistoLordOfHatredHysteria,MephistoLightningNovaStaticField,MephistoConsumeSoulsConsumedByHatred,0,9,19,28,7,118617,1233,16913,149257,250221,154061,0,32116,35639,0:03:19,0.0,0:00:00,0:00:00,0:00:00,0:01:05,363137,21635,8369,4,0,2,106,65,No,Mage
2025-05-02 01.01.50 Silver City.StormReplay,aram,Silver City,2.55.10.93810,us,0:31:50,Red,Ticoman,2043,Tyrael,1,0,TyraelStalwartAngel,TyraelMasteryRighteousnessReciprocate,TyraelHeroicAbilityJudgement,0,TyraelBurningHalo,TyraelMasteryJudgmentAngelofJustice,0,6,20,26,11,68072,1915,5517,83350,123830,224976,42308,44967,23916,0:06:54,0.0,0:00:00,0:00:18,0:00:00,0:00:00,169157,37219,9386,3,0,1,49,59,No,Tank
2025-05-02 01.01.50 Silver City.StormReplay,aram,Silver City,2.55.10.93810,us,0:31:50,Red,Raizenser,3178,Muradin,1,0,MuradinMasteryStormhammerSledgehammer,0,MuradinGiveEmTheAxeExecutioner60DamageBonus,MuradinBronzebeardRage,MuradinMasteryDwarfTossDwarfLaunch,MuradinMasteryHaymakerGrandSlam,0,7,19,26,14,45763,2234,13043,70081,109271,265399,0,62132,23191,0:07:33,0.0,0:00:00,0:01:32,0:00:00,0:00:00,137224,41089,11251,3,0,2,46,51,No,Tank
2025-05-02 01.01.50 Silver City.StormReplay,aram,Silver City,2.55.10.93810,us,0:31:50,Red,Malenfant,830,Li Li,1,mostHealing,LiLiWindSerpent,LiLiMasteryHealingBrewTheGoodStuff,LiLiHeroicAbilityJugof1000Cups,LiLiMasteryBlindingWindGaleForce,LiLiPickMeUp,LiLiMasteryJugof1000CupsJugof1000000Cups,0,2,20,22,4,14196,385,1326,16380,46329,122158,314334,0,14714,0:02:05,0.0,0:00:00,0:00:00,0:00:00,0:00:00,47598,15338,3733,3,0,1,18,58,No,Healer
2025-01-29 21.17.12 Industrial District.StormReplay,aram,Industrial District,2.55.9.93613,us,0:31:19,Red,Raizenser,3041,Falstad,1,mostHeroDamageDone,0,FalstadMasteryHammerangSecretWeapon,FalstadHeroicAbilityHinterlandBlast,0,FalstadMasteryCripplingHammerHammerang,FalstadMasteryCalloftheWildhammerHinterlandBlast,0,10,14,24,5,118928,85383,38832,243443,351575,80673,0,16486,38333,0:02:41,0.0,0:00:00,0:00:00,0:00:00,0:02:22,463044,75808,0,1,0,0,128,64,Yes,Ranged Assassin
2025-01-29 21.17.12 Industrial District.StormReplay,aram,Industrial District,2.55.9.93613,us,0:31:19,Red,Ticoman,1986,Sylvanas,1,0,SylvanasTalentUnstablePoison,SylvanasTalentWitheringFireBarbedShot,0,SylvanasMindControl,SylvanasTalentLifeDrain,SylvanasDarkLadysCall,0,5,19,24,8,98344,33092,16887,148458,175164,111453,0,9474,32284,0:04:07,0.0,0:00:47,0:00:00,0:00:00,0:01:36,219544,73404,6025,1,0,1,106,63,Yes,Melee Assassin
2025-01-29 21.17.12 Industrial District.StormReplay,aram,Industrial District,2.55.9.93613,us,0:31:19,Red,WatchdogMan,2857,Deckard,1,mostHealing,0,DeckardCubeMastery,DeckardStayAWhileAndListen,DeckardSuperHealingPotion,DeckardScrollOfStoneCurse,0,DeckardBottomlessFlask,0,26,26,1,100173,32087,26583,159942,110169,70064,307948,0,32327,0:00:42,0.001805556,0:00:00,0:02:46,0:00:00,0:00:58,242493,12063,2675,1,0,1,65,83,Yes,Healer
2025-01-29 21.17.12 Industrial District.StormReplay,aram,Industrial District,2.55.9.93613,us,0:31:19,Red,Indigente,140,Diablo,1,0,DiabloMasteryDevilsDueBlackSoulstone,DiabloShadowChargeOverpowerEternalFlames,DiabloHeroicAbilityApocalypse,DiabloHellfire,DiabloDebilitatingFlames,DiabloMasteryDyingBreathApocalypse,0,6,14,20,13,80641,37264,16672,134577,122502,418554,0,85210,26133,0:03:18,0.0,0:00:00,0:02:15,0:00:00,0:00:00,191639,46490,538,0,0,1,59,74,Yes,Tank
2025-01-29 21.17.12 Industrial District.StormReplay,aram,Industrial District,2.55.9.93613,us,0:31:19,Red,Deathmask,2050,Varian,1,0,VarianParryOverpower,VarianTwinBladesOfFury,VarianParryShieldWall,VarianMortalStrike,VarianBannerOfIronforge,0,VarianTwinBladesOfFuryFrenzy,5,10,15,15,34616,10797,17978,66212,122898,268221,0,97641,18555,0:07:20,0.0,0:00:00,0:00:00,0:00:00,0:00:00,104671,61934,1424,0,0,2,40,46,Yes,Bruiser
2025-03-12 22.21.05 Lost Cavern.StormReplay,aram,Lost Cavern,2.55.10.93810,us,0:30:59,Blue,Deathmask,2061,Qhira,1,0,NexusHunterUpstage,0,NexusHunterBloodRageHealmonger,NexusHunterChainsaw,NexusHunterRevolvingSweepBoomingKick,NexusHunterFinalStrikeUnleashedPotential,0,17,22,40,12,88933,19904,25164,134001,155174,190522,0,35927,35275,0:06:52,0.0,0:00:00,0:00:34,0:00:00,0:02:23,214576,60784,0,0,0,1,80,55,Yes,Melee Assassin
2025-03-12 22.21.05 Lost Cavern.StormReplay,aram,Lost Cavern,2.55.10.93810,us,0:30:59,Blue,Ticoman,2007,Hanzo,1,0,HanzoExplosiveArrows,0,HanzoDragonstrike,HanzoNinjaAssassin,HanzoPiercingArrows,HanzoTheDragonAwakens,0,9,32,41,3,83313,12914,12143,108370,152645,87251,0,0,33549,0:01:48,0.0,0:00:00,0:00:00,0:00:00,0:01:12,190942,63242,0,0,0,2,73,67,Yes,Ranged Assassin
2025-03-12 22.21.05 Lost Cavern.StormReplay,aram,Lost Cavern,2.55.10.93810,us,0:30:59,Blue,Indigente,187,Anub'arak,1,mostTeamfightDamageTaken,GenericTalentRegenerationMaster,AnubarakMasteryShedExoskeletonHardenCarapace,AnubarakSubterraneanShield,AnubarakMasteryUrticatingSpines,AnubarakMasteryEpicenterBurrowCharge,0,GenericTalentRewind,8,37,45,7,68504,12155,21742,102401,111868,320208,0,120594,31931,0:03:25,0.0,0:00:00,0:01:53,0:00:00,0:00:13,152366,53788,0,0,0,1,42,85,Yes,Tank
2025-03-12 22.21.05 Lost Cavern.StormReplay,aram,Lost Cavern,2.55.10.93810,us,0:30:59,Blue,Raizenser,3112,Whitemane,1,mostHealing,WhitemaneInquisitorsPrayer,WhitemaneDesperatePleaMartyrdom,WhitemaneScarletAegis,WhitemaneInquisitionSubjugation,WhitemaneInquisitionSharedPunishment,WhitemaneScarletAegisScarletCrusade,0,5,37,43,8,26104,6538,4791,37433,74485,140516,267372,0,26220,0:04:35,0.0,0:00:00,0:00:00,0:00:00,0:00:24,78679,29353,0,0,0,2,17,61,Yes,Healer
2025-01-23 21.00.15 Braxis Outpost.StormReplay,aram,Braxis Outpost,2.55.8.93382,us,0:30:02,Red,Malenfant,806,Kael'thas,1,mvp,KaelthasVerdantSpheresFelInfusion,KaelthasFlamestrikeManaTap,KaelthasLivingBombSunKingsFury,KaelthasHeroicAbilityPyroblast,KaelthasLivingBombIgnite,0,KaelthasMasterOfFlames,4,15,19,3,157468,36534,34859,228861,214088,68777,0,16216,37438,0:02:06,0.0,0:00:00,0:00:15,0:00:00,0:12:11,379052,17219,14421,1,0,1,162,68,Yes,Mage
2025-01-23 21.00.15 Braxis Outpost.StormReplay,aram,Braxis Outpost,2.55.8.93382,us,0:30:02,Red,WatchdogMan,2852,E.T.C.,1,mostTeamfightDamageTaken,ETCBlockParty,ETCMasterySpeedMetal,ETCHeroicAbilityMoshPit,ETCMasteryEncore,ETCMasteryShowStopper,0,L90ETCMasteryDeathMetal,2,18,20,4,69934,27803,10942,108679,103494,289033,0,61394,23844,0:02:01,0.0,0:00:00,0:01:42,0:00:00,0:00:00,115093,78305,3759,1,0,2,57,87,Yes,Tank
2025-01-23 21.00.15 Braxis Outpost.StormReplay,aram,Braxis Outpost,2.55.8.93382,us,0:30:02,Red,Indigente,117,Nova,1,0,0,NovaCovertMission,NovaCombatStyleOneintheChamber,NovaMasteryDoubleTap,NovaMasteryCripplingShot,NovaMasteryPrecisionBarrage,0,9,9,18,8,9505,6783,17772,34060,143652,60219,0,0,13382,0:03:44,0.0,0:00:00,0:00:00,0:00:00,0:00:00,85345,75358,7641,4,0,2,15,73,Yes,Ranged Assassin
2025-01-23 21.00.15 Braxis Outpost.StormReplay,aram,Braxis Outpost,2.55.8.93382,us,0:30:02,Red,Ticoman,1980,Lt. Morales,1,0,MedicClear,MedicBlastShield,MedicMediDrone,MedicSystemShock,0,MedicShieldSequencer,MedicHospiceCare,1,17,18,1,29267,8890,6857,45014,59076,74105,203518,40201,12084,0:00:33,0.0,0:00:00,0:00:00,0:00:00,0:00:00,68992,23618,1855,1,0,2,15,75,Yes,Healer
2025-03-16 21.18.17 Lost Cavern.StormReplay,aram,Lost Cavern,2.55.10.93810,us,0:30:01,Red,Raizenser,3124,Blaze,1,0,FirebatNewHabits,FirebatOilSpillOilDispersal,FirebatJetPropulsionFuelLeak,FirebatHeroicAbilityCombustion,FirebatJetPropulsionThermalProtection,0,FirebatCombustionFlashFire,1,19,20,11,98394,2876,8523,109793,94763,163666,0,25945,32247,0:05:11,0.0,0:00:00,0:00:48,0:00:00,0:00:00,149971,37284,0,0,0,2,85,54,No,Tank
2025-03-16 21.18.17 Lost Cavern.StormReplay,aram,Lost Cavern,2.55.10.93810,us,0:30:01,Red,Deathmask,2066,Rexxar,1,0,RexxarSpiritBondEasyPrey,RexxarSpiritBondGrizzledFortitude,RexxarAspectoftheBeastCharge,RexxarHeroicAbilityBestialWrath,RexxarThrilloftheHunt,RexxarSpiritBond,0,4,16,20,12,36091,1780,14029,51900,82069,249391,0,56922,20878,0:04:01,0.0,0:00:00,0:00:51,0:00:00,0:00:00,51957,65188,0,0,0,2,32,68,No,Bruiser
2025-03-16 21.18.17 Lost Cavern.StormReplay,aram,Lost Cavern,2.55.10.93810,us,0:30:01,Red,Indigente,196,Brightwing,1,0,0,BrightwingMagicSpit,BrightwingCriticalMistCalmingMist,FaerieDragonHeroicAbilityEmeraldWind,FaerieDragonMasteryCritterize,0,BrightwingSpeedyDragon,4,19,23,5,20676,977,6547,28200,53044,68397,180266,0,17237,0:03:12,0.0,0:01:27,0:00:00,0:00:00,0:00:00,38381,35426,0,0,0,2,18,52,No,Healer
2024-12-21 22.30.54 Silver City.StormReplay,aram,Silver City,2.55.8.93382,us,0:27:10,Red,Malenfant,779,Tychus,1,mostTeamfightHeroDamageDone,TychusPressTheAdvantage,TychusTheBiggerTheyAre,TychusHeroicAbilityCommandeerOdin,TychusMasterySprayNPray,0,TychusMasteryOdinBigRedButton,0,5,17,22,3,97093,483,24082,121658,177459,97650,0,0,30205,0:02:03,0.0,0:00:00,0:00:00,0:00:00,0:02:53,227590,84171,16561,4,0,1,89,38,Yes,Ranged Assassin
2024-12-21 22.30.54 Silver City.StormReplay,aram,Silver City,2.55.8.93382,us,0:27:10,Red,Raizenser,2975,Chromie,1,0,ChromieDragonsBreathDeepBreathing,ChromieTimeTrapAndorhalAnomaly,ChromieDragonsBreathMobiusLoop,ChromieHeroicAbilityTemporalLoop,ChromieSandBlastShiftingSands,ChromieTemporalLoopStuckInALoop,0,9,8,17,7,54809,0,27481,87370,138804,52802,0,0,14991,0:04:06,0.0,0:00:00,0:00:00,0:00:00,0:02:40,223836,25857,23646,3,0,0,54,27,Yes,Mage
2024-12-21 22.30.54 Silver City.StormReplay,aram,Silver City,2.55.8.93382,us,0:27:10,Red,Indigente,33,Muradin,1,0,MuradinCombatStyleThirdWind,MuradinMasteryDwarfTossHeavyImpact,MuradinHeroicAbilityAvatar,MuradinBronzebeardRage,MuradinMasteryDwarfTossDwarfLaunch,0,GenericTalentRewind,3,18,21,10,23780,0,6408,30231,96877,228979,0,64814,13641,0:04:55,0.0,0:00:00,0:01:22,0:00:00,0:00:00,85080,47415,7775,3,0,1,14,27,Yes,Tank
2024-12-21 22.30.54 Silver City.StormReplay,aram,Silver City,2.55.8.93382,us,0:27:10,Red,Ticoman,1956,Malfurion,1,mostRoots,MalfurionRejuvenation,0,MalfurionHeroicAbilityTranquility,MalfurionRegrowthNaturesSwiftness,MalfurionYserasGift,MalfurionMasterySerenity,0,3,20,23,3,11529,0,4169,15698,47755,75742,194684,0,14547,0:01:30,0.00125,0:00:00,0:00:00,0:00:00,0:01:02,46362,19416,2726,2,0,0,11,37,Yes,Healer
2025-01-17 20.52.22 Industrial District.StormReplay,aram,Industrial District,2.55.8.93382,us,0:26:41,Red,ChapelHots,276,Lunara,1,0,DryadBlossomSwell,DryadSplinteredSpear,DryadHeroicAbilityThornwoodVine,0,DryadAcceleratedContamination,0,DryadForestsWrath,4,18,22,6,78753,0,28580,107333,176082,79931,0,0,29738,0:02:51,0.0,0:00:00,0:00:00,0:00:00,0:03:07,176631,77270,0,0,0,2,100,50,Yes,Ranged Assassin
2025-01-17 20.52.22 Industrial District.StormReplay,aram,Industrial District,2.55.8.93382,us,0:26:41,Red,Ticoman,1974,Mal'Ganis,1,mostStuns,MalGanisVampiricTouchTimeToFeed,MalGanisNecroticEmbraceEchoOfDoom,MalGanisFelClawsWillOfTichondrius,MalGanisNightRushTheNightBeckons,MalGanisVampiricTouchFrenziedAssault,MalGanisDarkConversionWrathOfNathreza,0,2,19,21,8,72596,0,8761,81357,93083,219259,0,90474,20461,0:04:24,0.0,0:00:00,0:04:14,0:00:00,0:00:00,133457,27720,0,0,0,2,51,51,Yes,Tank
2025-01-17 20.52.22 Industrial District.StormReplay,aram,Industrial District,2.55.8.93382,us,0:26:41,Red,Indigente,95,Thrall,1,mostTeamfightHeroDamageDone,ThrallFeralResilience,0,ThrallHeroicAbilitySundering,ThrallMasteryGraceOfAir,0,ThrallAlphaWolf,ThrallWindRush,10,12,22,8,51912,0,31132,83044,186720,191666,0,93191,20849,0:03:53,0.001226852,0:00:00,0:00:27,0:00:00,0:00:13,155698,99655,7731,1,0,2,46,65,Yes,Bruiser
2025-02-26 23.31.52 Lost Cavern.StormReplay,aram,Lost Cavern,2.55.9.93640,us,0:25:55,Blue,Deathmask,2059,Sylvanas,1,0,SylvanasTalentUnstablePoison,SylvanasTalentWitheringFireBarbedShot,SylvanasHeroicAbilityWailingArrow,SylvanasTalentColdEmbrace,SylvanasTalentWitheringFireEvasiveFire,SylvanasWailingArrowDeafeningBlast,0,3,7,10,11,77635,0,28693,106328,77237,79948,0,0,20650,0:04:59,0.0,0:00:37,0:00:00,0:00:00,0:00:27,125992,57573,0,0,0,1,87,42,Yes,Melee Assassin
2025-02-26 23.31.52 Lost Cavern.StormReplay,aram,Lost Cavern,2.55.9.93640,us,0:25:55,Blue,Indigente,174,Rexxar,1,0,0,RexxarHunterGatherer,RexxarSpiritSwoopCripplingTalons,RexxarAspectOfTheHawkSpiritSwoop,RexxarThrilloftheHunt,0,RexxarFrenzyofKalimdor,3,7,10,11,90038,0,17725,107763,70571,230147,0,53020,22881,0:03:24,0.0,0:00:00,0:00:47,0:00:00,0:00:00,92517,85494,0,0,0,2,80,113,Yes,Bruiser
2025-02-26 23.31.52 Lost Cavern.StormReplay,aram,Lost Cavern,2.55.9.93640,us,0:25:55,Blue,WatchdogMan,2888,Artanis,1,0,ArtanisProtectorOfAiur,ArtanisBladeDashSolariteReaper,0,ArtanisHeroicAbilitySpearofAdunPurifierBeam,ArtanisShieldOverloadPhaseBulwark,ArtanisShieldOverloadForceofWill,ArtanisTwinBladesZealotCharge,1,9,10,9,54541,0,25376,79917,96404,174974,0,50833,16032,0:04:19,0.0,0:00:00,0:00:00,0:00:00,0:00:00,95524,80414,0,0,0,2,50,57,Yes,Bruiser
2025-02-26 23.31.52 Lost Cavern.StormReplay,aram,Lost Cavern,2.55.9.93640,us,0:25:55,Blue,Raizenser,3092,Anduin,1,mostHealing,AnduinDivineStarMoralCompass,0,AnduinHolyWordSalvation,AnduinDivineStarSpeedOfThePious,0,AnduinHolyWordSalvationLightOfStormwind,0,1,8,9,3,41431,0,5734,47165,39751,67965,171689,19715,14933,0:01:41,0.000358796,0:00:00,0:00:00,0:00:00,0:00:00,56656,30260,0,0,0,2,38,64,Yes,Healer
2025-05-21 23.49.34 Braxis Outpost.StormReplay,aram,Braxis Outpost,2.55.10.94189,us,0:25:52,Red,Swift,693,Nazeebo,1,mostHeroDamageDone,WitchDoctorHexedCrawlers,WitchDoctorSpiritofArachyr,WitchDoctorHeroicAbilityGargantuan,WitchDoctorSuperstition,WitchDoctorSpiderColony,0,WitchDoctorVileInfection,8,11,19,4,175514,10296,39943,230671,190593,93683,0,26079,45025,0:01:54,0.0,0:00:00,0:00:00,0:00:00,0:03:20,347528,30851,0,0,0,2,212,50,Yes,Mage
2025-05-21 23.49.34 Braxis Outpost.StormReplay,aram,Braxis Outpost,2.55.10.94189,us,0:25:52,Red,Deathmask,2096,Tassadar,1,0,0,TassadarBeamAlignment,TassadarHeroicAbilityArchon,TassadarFeedback,TassadarThermalLance,TassadarMasteryTwilightArchon,0,4,10,14,5,85642,4078,29407,128268,98008,98286,0,26648,22142,0:02:50,0.0,0:00:00,0:00:00,0:00:00,0:00:10,209063,26328,20562,3,0,1,91,48,Yes,Mage
2025-05-21 23.49.34 Braxis Outpost.StormReplay,aram,Braxis Outpost,2.55.10.94189,us,0:25:52,Red,Raizenser,3196,Chen,1,0,ChenFreshestIngredients,ChenAccumulatingFlame,ChenHeroicAbilityWanderingKeg,0,ChenFlyingLeap,0,ChenPurifyingBrew,4,10,14,10,20267,2066,3062,26899,54960,231122,25328,93555,11572,0:04:13,0.0,0:00:00,0:00:00,0:00:00,0:00:00,65431,23597,1991,3,0,1,15,53,Yes,Bruiser
2025-05-21 23.49.34 Braxis Outpost.StormReplay,aram,Braxis Outpost,2.55.10.94189,us,0:25:52,Red,Ticoman,2054,Anduin,1,0,AnduinLightwell,AnduinFlashHealBindingHeal,0,AnduinLightBomb,AnduinFlashHealRenew,0,AnduinInnerFire,1,16,17,2,20097,796,3519,24664,28437,37257,124317,3852,11191,0:01:24,0.000358796,0:00:00,0:00:05,0:00:00,0:00:00,38443,10212,298,0,0,2,9,44,Yes,Healer
2025-05-21 23.49.34 Braxis Outpost.StormReplay,aram,Braxis Outpost,2.55.10.94189,us,0:25:52,Red,Indigente,253,Illidan,1,mostMercCampsCaptured,IllidanMasteryBatteredAssaultSweepingStrike,IllidanCombatStyleHuntersOnslaught,IllidanMasteryUnboundSweepingStrike,IllidanNimbleDefender,IllidanMasteryMarkedforDeathDive,0,GenericTalentNexusBlades,2,9,11,12,15773,568,20377,38619,54621,152067,0,75767,8114,0:06:46,0.0,0:00:00,0:00:10,0:00:00,0:00:00,63950,73213,49310,5,0,0,3,30,Yes,Melee Assassin
2025-05-05 23.56.20 Silver City.StormReplay,aram,Silver City,2.55.10.93810,us,0:25:31,Red,Swift,681,Zul'jin,1,mostSiegeDamageDone,ZuljinHeadhunter,ZuljinVoodooShuffle,ZuljinTazdingo,ZuljinLacerate,ZuljinWrongPlaceWrongTime,0,ZuljinPassiveASurpriseForYa,6,19,25,7,86737,31321,57254,187212,102362,95907,0,15413,27840,0:03:29,0.0,0:00:00,0:00:00,0:00:00,0:04:12,169027,122270,4993,2,0,2,99,33,Yes,Ranged Assassin
2025-05-05 23.56.20 Silver City.StormReplay,aram,Silver City,2.55.10.93810,us,0:25:31,Red,Raizenser,3181,Junkrat,1,mvp,0,JunkratSteelTrapChatteringTeeth,JunkratRIPTire,0,JunkratFragLauncherBurstFire,JunkratRIPTireExtraOomph,0,12,19,31,4,100816,26027,23809,164911,105567,56792,0,0,29765,0:01:14,0.000625,0:00:40,0:00:00,0:00:00,0:03:38,185397,99787,16656,4,0,2,96,35,Yes,Mage
2025-05-05 23.56.20 Silver City.StormReplay,aram,Silver City,2.55.10.93810,us,0:25:31,Red,Ticoman,2044,Anduin,1,0,AnduinLightwell,AnduinFlashHealBindingHeal,0,AnduinLightBomb,AnduinFlashHealRenew,0,AnduinCensure,5,26,31,4,27290,7481,7525,43447,41559,68969,138702,7520,20543,0:01:43,0.000671296,0:00:00,0:00:21,0:00:00,0:00:00,52413,36067,3727,4,0,2,28,37,Yes,Healer
2025-05-05 23.56.20 Silver City.StormReplay,aram,Silver City,2.55.10.93810,us,0:25:31,Red,Indigente,235,Whitemane,1,0,WhitemaneDesperatePleaUnwaveringFaith,0,WhitemaneScarletAegis,WhitemaneSearingLashLashingOut,0,WhitemaneScarletAegisScarletCrusade,0,5,24,29,4,23076,8821,7660,40478,72386,96844,125611,0,19119,0:01:54,0.000347222,0:00:00,0:00:00,0:00:00,0:00:00,70924,42212,3655,5,0,2,26,43,Yes,Healer
2025-01-19 22.04.21 Silver City.StormReplay,aram,Silver City,2.55.8.93382,us,0:25:20,Blue,Malenfant,799,Azmodan,1,mostXPContribution,AzmodanArmyOfHell,AzmodanArtOfChaos,AzmodanHeroicAbilityDemonicInvasion,0,AzmodanTotalAnnihilation,AzmodanSiegebreaker,0,7,10,17,4,185343,0,20438,227586,147209,89275,0,0,39723,0:01:24,0.0,0:00:00,0:00:00,0:00:00,0:05:06,361714,13655,1971,2,0,1,204,36,No,Mage
2025-01-19 22.04.21 Silver City.StormReplay,aram,Silver City,2.55.8.93382,us,0:25:20,Blue,Raizenser,3030,Xul,1,0,NecromancerTalentBoneArmorShackler,NecromancerTalentHarvestVitality,0,NecromancerTalentRapidHarvest,NecromancerTalentWeaken,NecromancerTalentColdHandOfDeath,0,2,14,16,7,58874,0,6557,72513,71882,135253,0,33774,19410,0:03:47,0.000659722,0:00:00,0:00:00,0:00:00,0:00:00,91335,63499,14612,5,0,1,66,41,No,Bruiser
2025-01-19 22.04.21 Silver City.StormReplay,aram,Silver City,2.55.8.93382,us,0:25:20,Blue,WatchdogMan,2848,Thrall,1,0,ThrallCrashLightning,ThrallMaelstromWeapon,ThrallHeroicAbilitySundering,0,ThrallSpiritShield,ThrallAlphaWolf,GenericTalentNexusBlades,5,13,18,1,63045,0,9565,84315,143725,105277,0,43173,17443,0:00:15,0.001030093,0:00:00,0:00:21,0:00:00,0:00:24,185355,44356,3760,4,0,1,52,49,No,Bruiser
